"Music","Slow.songs.or.fast.songs","Dance","Folk","Country","Classical.music","Musical","Pop","Rock","Metal.or.Hardrock","Punk","Hiphop..Rap","Reggae..Ska","Swing..Jazz","Rock.n.roll","Alternative","Latino","Techno..Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Action","History","Psychology","Politics","Mathematics","Physics","Internet","PC","Economy.Management","Biology","Chemistry","Reading","Geography","Foreign.languages","Medicine","Law","Cars","Art.exhibitions","Religion","Countryside..outdoors","Dancing","Musical.instruments","Writing","Passive.sport","Active.sport","Gardening","Celebrities","Shopping","Science.and.technology","Theatre","Fun.with.friends","Adrenaline.sports","Pets","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous.dogs","Fear.of.public.speaking","Smoking","Alcohol","Healthy.eating","Daily.events","Prioritising.workload","Writing.notes","Workaholism","Thinking.ahead","Final.judgement","Reliability","Keeping.promises","Loss.of.interest","Friends.versus.money","Funniness","Fake","Criminal.damage","Decision.making","Elections","Self.criticism","Judgment.calls","Hypochondria","Empathy","Eating.to.survive","Giving","Compassion.to.animals","Borrowed.stuff","Loneliness","Cheating.in.school","Health","Changing.the.past","God","Dreams","Charity","Number.of.friends","Punctuality","Lying","Waiting","New.environment","Mood.swings","Appearence.and.gestures","Socializing","Achievements","Responding.to.a.serious.letter","Children","Assertiveness","Getting.angry","Knowing.the.right.people","Public.speaking","Unpopularity","Life.struggles","Happiness.in.life","Energy.levels","Small...big.dogs","Personality","Finding.lost.valuables","Getting.up","Interests.or.hobbies","Parents_.advice","Questionnaires.or.polls","Internet.usage","Finances","Shopping.centres","Branded.clothing","Entertainment.spending","Spending.on.looks","Spending.on.gadgets","Spending.on.healthy.eating","Age","Height","Weight","Number.of.siblings","Gender","Left...right.handed","Education","Only.child","Village...town","House...block.of.flats","Recoded Age_1"
3,3,2,1,1,4,3,2,2,1,1,2,2,3,3,2,3,1,4,4,1,1,4,3,3,3,4,2,4,3,4,4,3,4,2,1,5,1,3,2,2,5,4,5,1,2,2,3,3,5,5,1,1,3,5,1,1,1,2,3,5,3,1,4,2,2,2,2,2,4,2,2,2,4,3,4,4,3,4,4,3,4,4,3,2,5,2,1,1,4,3,3,4,2,3,3,3,3,3,2,3,3,2,3,4,2,4,1,2,2,5,2,3,4,2,4,2,4,3,3,2,4,3,4,4,3,4,3,2,3,4,2,4,2,1,2,3,3,3,4,20,171,62,0,1,1,3,2,1,1,2
4,2,4,1,2,3,2,3,3,1,1,1,1,4,4,1,3,2,3,4,4,2,4,3,2,1,5,5,5,1,2,5,5,2,1,1,2,2,1,5,3,5,1,3,3,1,1,4,1,4,2,1,2,1,5,5,2,3,1,5,5,4,5,1,3,1,1,1,2,1,3,5,4,3,3,4,4,1,3,4,1,1,4,3,1,5,1,1,1,2,5,4,5,1,5,2,2,5,4,3,2,1,2,1,3,2,3,3,3,4,2,2,4,2,2,5,5,3,2,1,4,3,5,4,3,1,3,4,4,5,3,2,2,2,1,1,1,2,1,4,20,171,63,1,1,2,3,1,1,1,2
5,5,3,2,2,4,1,2,5,5,4,2,1,1,5,5,1,4,1,5,5,5,4,3,5,2,2,5,5,2,4,3,4,1,3,4,4,2,1,5,5,2,1,4,4,1,1,2,2,3,4,3,5,2,2,2,1,2,5,2,4,3,1,2,2,1,5,2,2,1,4,3,4,2,2,4,1,2,2,2,3,2,3,4,2,1,2,4,5,4,1,2,1,2,2,3,2,2,2,5,4,4,1,3,3,1,2,1,1,3,2,4,3,2,3,4,5,2,5,2,3,3,2,3,1,3,2,2,5,4,2,2,3,4,2,1,1,1,2,2,20,173,64,1,1,2,3,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,4,3,5,2,3,4,3,5,5,5,5,1,1,5,5,1,1,1,1,3,4,1,3,5,1,2,4,4,1,1,2,3,5,1,5,5,1,5,3,5,2,1,2,3,1,5,1,2,4,3,4,3,4,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,2,3,1,2,2,3,3,4,2,2,4,3,5,5,2,5,1,2,1,5,3,3,3,3,1,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,4,3,3,3,20,184,79,1,2,2,3,1,1,2,2
3,3,1,3,3,5,5,3,2,2,2,1,1,1,3,1,1,1,4,5,1,2,5,4,4,4,4,4,5,4,5,3,3,5,1,1,5,2,5,1,1,2,4,4,1,4,5,2,1,5,1,1,1,4,2,2,3,4,3,4,5,3,5,1,1,1,1,4,5,2,3,3,3,1,2,2,5,1,1,2,2,1,4,4,3,4,3,1,1,1,5,3,3,1,1,1,2,5,4,3,4,4,3,4,3,2,3,2,3,3,3,3,4,3,3,3,2,4,3,5,3,3,3,4,3,3,3,2,3,3,2,3,3,3,4,4,3,4,4,4,20,187,95,0,2,2,3,2,1,1,2
5,4,3,1,2,3,2,5,5,3,4,3,2,1,2,2,2,3,1,5,5,5,5,2,3,2,5,5,4,2,5,2,2,1,1,1,5,3,2,1,1,1,4,3,1,1,3,1,1,4,1,1,1,5,5,1,1,4,3,2,5,5,1,1,1,1,2,2,2,1,1,3,3,4,1,3,3,1,1,2,2,1,4,4,3,3,2,1,4,2,2,2,4,2,5,4,1,3,4,2,5,4,4,1,3,1,2,2,2,3,4,2,3,3,3,2,5,2,2,3,3,4,2,4,5,4,4,1,5,5,3,3,3,2,3,4,4,4,2,4,20,181,73,1,2,2,4,1,1,1,2
5,3,2,3,4,5,5,1,5,5,3,1,3,4,5,4,2,1,5,5,3,5,5,4,5,4,5,5,4,4,5,4,4,2,1,1,3,3,3,3,1,5,3,3,3,3,2,5,3,5,3,5,5,4,3,2,4,2,4,5,5,4,5,1,3,4,5,5,5,4,5,4,1,1,3,1,5,3,3,2,3,1,4,4,2,5,5,2,5,2,2,5,5,3,5,1,3,5,4,2,3,2,4,2,3,2,3,3,2,3,4,2,3,2,4,4,4,3,3,3,1,3,3,4,3,2,3,2,4,5,3,5,3,1,1,1,5,3,2,3,20,180,90,1,2,2,4,1,1,2,2
5,3,2,3,3,4,2,3,5,4,4,3,2,3,4,4,2,1,4,4,3,4,4,3,4,3,3,3,5,2,2,4,5,4,2,3,3,3,2,4,2,5,4,4,4,3,2,4,3,4,2,3,4,3,4,3,1,2,5,4,5,3,5,4,1,2,2,3,2,3,4,3,3,4,3,3,5,3,2,3,5,3,4,5,4,5,5,2,2,3,4,5,4,1,5,1,3,5,4,4,2,3,5,2,3,4,4,3,2,3,3,4,4,3,2,4,4,2,4,2,4,4,4,3,4,3,3,2,4,3,4,3,3,4,2,3,3,2,2,4,20,178,66,1,2,2,3,1,1,1,2
5,4,4,3,1,5,4,4,3,2,3,5,4,3,3,1,2,5,4,5,4,2,5,4,3,2,4,4,3,3,4,3,4,3,3,2,5,3,4,3,2,5,2,5,3,1,5,5,4,5,5,3,3,3,3,2,3,5,3,5,5,4,5,3,4,5,4,5,3,5,4,5,4,1,3,4,3,3,2,3,3,2,5,4,2,3,3,1,2,2,3,3,5,2,1,1,4,4,4,5,5,4,2,5,3,2,3,2,2,2,5,4,5,3,2,4,1,4,3,3,4,4,3,5,5,1,3,2,2,2,1,3,3,2,5,5,4,4,3,5,20,165,53,1,1,2,3,2,1,1,2
5,5,2,3,4,3,1,2,5,5,3,5,4,4,5,2,4,2,2,5,1,5,5,3,3,4,4,3,5,5,5,4,5,3,4,4,4,3,3,5,5,3,2,5,5,2,5,1,5,5,2,3,1,1,5,2,1,3,5,4,5,5,5,1,1,1,3,1,1,1,1,1,1,4,3,4,4,1,3,1,5,3,4,5,4,5,4,5,4,2,5,5,5,1,2,4,3,5,5,1,3,4,1,5,4,2,4,3,2,3,5,1,4,5,3,5,5,5,3,4,2,4,1,5,5,5,3,1,1,5,3,1,3,3,2,4,5,1,3,5,20,183,82,1,2,2,3,1,1,2,2
5,3,3,3,1,4,4,4,5,3,3,3,3,5,5,3,4,1,4,5,2,2,4,4,1,3,4,4,3,2,2,4,3,1,1,1,3,2,1,4,1,4,4,5,3,1,1,5,3,4,2,5,2,5,2,2,3,4,2,5,5,3,1,1,2,3,3,4,3,4,1,4,2,4,1,3,1,3,5,2,2,1,5,4,4,5,2,2,5,5,2,4,4,4,4,1,2,4,3,3,5,3,1,2,2,1,2,1,2,4,2,4,5,4,2,2,4,2,3,2,3,2,5,3,2,1,3,1,4,4,3,4,3,1,4,2,3,2,1,4,20,158,55,1,1,2,3,1,2,2,2
5,3,3,4,3,4,5,4,5,3,3,2,4,3,5,5,2,1,2,4,1,2,4,4,3,2,4,2,2,2,1,2,3,2,1,1,4,2,3,2,1,5,3,4,3,2,1,5,1,4,2,3,1,3,1,1,4,5,1,4,5,1,2,2,3,2,3,2,2,2,2,4,2,4,1,4,2,2,2,3,3,3,4,3,3,4,4,2,1,3,5,4,5,3,5,1,2,5,4,2,5,4,2,3,3,2,4,2,3,2,4,3,3,4,3,4,3,4,4,5,4,4,3,5,4,3,3,2,4,3,4,2,3,1,3,2,4,4,1,5,20,168,55,1,1,2,3,1,1,1,2
5,3,1,2,2,5,4,3,5,5,4,3,2,4,4,4,2,1,3,5,3,4,5,3,5,3,4,4,2,2,5,3,4,5,2,1,5,4,5,3,1,5,4,5,3,5,1,4,5,3,5,2,1,2,4,1,2,2,4,5,4,1,2,1,1,2,5,4,1,1,1,1,1,4,3,4,4,3,5,4,5,3,5,4,2,3,3,2,4,4,5,1,5,2,5,1,5,5,5,5,3,3,3,3,3,3,3,2,3,4,5,3,4,3,3,1,2,4,4,5,1,4,3,4,3,3,3,4,4,3,5,3,3,3,2,3,1,2,4,5,20,162,50,0,1,2,4,2,1,1,2
5,3,3,4,5,5,5,2,5,3,4,1,4,4,5,3,4,1,5,3,1,1,4,3,2,1,5,5,5,2,3,3,3,3,1,2,2,2,1,4,3,5,5,5,4,1,1,5,4,4,1,2,3,2,1,5,1,5,1,5,5,1,2,2,1,4,1,5,5,1,1,4,1,4,3,2,3,3,1,2,1,3,5,3,1,4,3,1,1,1,5,3,5,5,5,1,4,5,5,2,5,3,1,5,3,3,3,1,2,3,2,4,4,3,4,5,5,4,5,3,1,3,3,5,3,3,3,1,5,5,3,3,3,1,5,2,2,5,1,4,20,165,57,1,1,2,3,2,2,2,2
5,3,4,3,2,5,3,2,5,5,4,2,4,5,5,4,5,1,3,4,1,3,5,4,1,5,5,5,5,5,4,3,2,4,4,5,4,3,1,2,5,5,5,5,5,1,1,4,4,5,5,5,1,3,5,2,1,1,5,5,5,3,3,4,1,2,3,2,1,1,2,4,2,4,3,4,4,2,2,3,5,1,5,5,1,5,4,2,2,3,5,5,3,1,4,1,1,2,4,1,5,4,1,2,3,1,4,1,3,1,5,2,4,4,4,5,2,4,3,3,4,4,4,5,5,3,4,2,2,5,4,5,3,2,2,1,5,1,3,5,20,183,65,3,2,2,3,1,1,1,2
5,4,4,2,3,3,3,4,4,2,2,5,3,2,2,1,3,3,2,5,2,3,5,3,2,5,4,4,5,2,3,5,3,5,1,1,5,3,5,1,1,5,5,5,4,5,5,3,5,5,4,1,2,5,5,3,4,5,5,4,5,5,5,1,1,1,1,5,1,5,4,5,3,2,3,5,5,2,5,4,3,5,4,4,4,2,4,1,5,1,5,3,3,1,2,2,3,4,5,3,3,5,1,2,3,3,5,1,2,4,3,4,2,2,2,3,4,2,5,4,3,3,3,5,5,5,4,5,1,5,3,3,3,4,5,5,3,5,5,5,20,177,70,1,1,2,3,1,1,2,2
4,4,3,1,1,1,3,5,1,1,1,4,2,2,1,1,3,1,1,5,2,2,5,5,4,4,5,5,3,1,2,5,3,3,2,1,3,3,2,1,3,5,4,5,1,3,3,3,1,4,2,1,3,2,3,1,4,4,1,3,5,2,4,2,5,3,3,3,4,4,5,5,4,1,1,3,4,3,3,3,2,1,3,4,4,5,3,2,4,1,2,3,3,1,4,2,4,4,3,3,5,3,3,3,5,2,3,3,2,3,4,4,4,3,2,4,3,4,3,4,5,3,5,4,3,1,3,2,5,3,3,1,4,1,5,3,3,4,2,4,20,165,56,1,1,2,3,2,1,1,2
5,5,3,1,1,2,2,2,2,1,2,5,3,2,2,2,2,5,1,5,5,5,5,5,2,5,3,3,5,2,5,4,5,4,5,2,5,3,5,3,1,1,5,4,4,3,5,5,3,5,3,2,1,3,5,1,3,4,3,3,5,5,3,1,1,1,1,1,1,1,2,5,3,1,3,3,3,1,5,2,4,3,5,4,4,3,4,2,2,5,5,5,5,3,2,2,1,5,5,3,5,4,4,4,4,1,5,2,2,2,5,2,4,4,3,3,5,3,4,3,4,2,1,5,5,3,4,2,2,4,5,3,3,1,5,5,5,5,3,3,20,183,67,2,2,2,4,1,1,1,2
5,4,4,2,3,3,5,4,3,1,2,2,3,3,3,4,2,5,2,5,4,4,5,3,4,4,5,5,3,3,4,2,3,1,1,1,5,4,4,1,1,4,2,4,1,1,2,1,1,4,3,3,2,2,1,1,4,4,5,3,5,2,5,1,1,2,1,2,4,1,5,3,3,1,3,3,4,1,1,1,4,5,3,4,4,2,3,2,5,3,5,4,4,1,5,2,2,5,5,2,5,2,3,2,3,1,3,2,1,2,3,2,3,4,2,1,4,4,4,1,5,5,2,3,4,2,3,5,2,3,4,5,4,4,5,2,2,3,5,5,20,192,80,1,2,2,3,1,2,1,2
3,1,3,3,2,5,3,2,3,3,1,1,5,5,5,3,1,1,1,5,4,4,5,3,5,5,5,5,4,5,5,5,3,3,2,1,4,3,3,2,1,5,3,5,2,3,4,1,1,4,2,5,2,5,3,1,1,2,3,2,5,5,1,1,1,1,1,1,1,1,1,1,3,4,3,1,4,2,1,4,3,1,4,4,2,3,1,3,2,2,1,3,3,1,4,1,2,2,5,5,5,1,2,1,4,1,1,2,2,4,4,4,3,5,3,3,3,3,1,3,3,3,1,2,3,3,3,3,3,2,3,1,3,4,1,3,2,2,2,4,20,187,80,2,2,2,3,1,2,1,2
5,3,4,4,2,3,3,4,3,2,2,5,3,3,3,2,3,4,2,5,4,4,5,1,2,5,4,4,4,2,4,3,1,4,2,1,5,3,5,2,1,2,5,4,1,2,5,2,1,4,2,1,1,5,2,1,2,3,4,2,5,3,5,1,1,1,4,2,2,2,5,3,2,4,1,3,5,2,1,1,4,3,5,4,2,4,4,3,4,5,5,5,5,1,4,1,1,5,5,3,4,1,5,2,3,1,3,2,2,2,4,3,4,4,5,3,2,5,5,5,5,4,2,4,3,3,3,1,4,3,3,2,3,2,5,5,5,5,4,3,20,190,125,1,2,2,3,1,1,1,2
5,3,4,3,3,3,3,3,4,4,3,4,3,3,1,3,2,5,3,5,4,4,4,3,5,4,4,4,4,2,4,3,5,4,1,3,5,4,5,3,1,3,3,4,2,4,5,3,3,3,1,1,1,3,1,1,1,2,5,4,5,4,4,1,1,2,1,3,3,2,1,2,1,1,3,3,4,1,2,1,4,1,4,4,2,2,4,1,3,3,4,4,5,1,5,1,4,4,4,1,5,2,2,1,2,1,4,1,2,4,5,4,3,3,4,4,3,5,3,5,3,5,4,4,4,3,3,1,3,4,3,3,3,2,3,4,5,3,3,4,20,182,88,2,2,2,3,1,1,1,2
5,3,3,2,3,3,4,3,5,4,4,4,3,3,4,4,2,3,3,5,3,5,5,4,5,4,5,5,3,3,4,4,4,2,3,1,4,4,2,1,1,4,3,4,3,3,3,2,1,2,2,1,1,5,5,1,2,2,4,2,5,2,3,2,2,2,3,4,4,3,3,3,4,2,1,3,2,1,2,2,4,4,4,5,4,3,4,3,4,3,5,4,4,1,5,2,3,4,4,4,2,2,4,3,3,1,3,3,2,2,2,3,4,3,2,2,3,5,2,4,3,5,2,3,2,3,3,2,5,4,3,4,3,2,1,3,4,2,2,3,20,185,85,1,2,2,3,1,2,2,2
5,3,2,3,1,3,3,3,5,3,2,2,2,3,2,5,1,4,1,5,2,4,4,3,4,3,2,3,3,2,4,2,3,1,1,4,4,4,1,5,5,2,1,2,5,1,5,3,3,2,1,5,1,4,4,1,2,3,5,3,5,2,2,2,2,2,3,2,2,2,2,4,3,4,3,2,2,2,2,3,5,2,3,3,1,4,3,4,1,5,4,5,2,1,3,2,2,2,4,3,2,2,2,1,4,1,3,3,3,4,4,3,3,2,3,2,2,4,1,1,3,4,2,3,4,2,3,2,5,4,3,3,3,3,3,1,4,3,2,3,20,182,73,1,2,2,3,1,2,2,2
5,3,3,1,1,1,3,3,2,1,1,4,1,1,1,3,1,4,1,5,1,3,3,3,3,2,4,4,3,1,5,1,4,1,1,1,5,5,1,2,1,1,2,1,5,1,5,3,1,5,2,1,1,1,5,3,3,3,4,1,5,5,5,1,1,3,4,1,2,2,2,3,5,2,3,3,1,4,5,2,2,3,2,2,3,5,5,1,4,3,2,2,3,1,3,3,5,5,3,3,5,3,4,1,3,2,5,2,3,3,4,3,3,4,3,1,3,3,3,3,5,3,4,4,4,4,3,5,3,5,3,3,3,1,3,4,5,3,3,5,20,173,64,2,1,2,3,1,2,2,2
5,3,3,2,1,2,2,4,4,3,2,2,1,2,4,2,5,2,2,5,4,5,5,5,1,4,4,1,4,2,2,4,5,3,1,1,5,4,3,5,5,5,3,4,5,3,1,3,2,4,5,1,1,5,4,2,4,4,2,5,5,5,5,2,2,2,3,3,3,5,4,2,3,4,3,4,4,2,1,3,1,1,4,4,1,5,2,2,1,2,5,3,3,4,5,2,5,5,5,2,2,5,3,3,3,2,4,1,2,3,3,2,4,4,3,2,5,4,2,3,4,2,5,4,3,5,4,3,4,4,4,2,2,2,4,3,4,4,3,4,20,175,58,1,1,2,4,1,1,2,2
5,3,5,1,2,3,2,4,3,1,1,4,2,2,3,1,1,4,1,5,2,2,5,3,5,4,2,2,1,2,5,1,1,1,4,4,5,5,2,2,1,1,5,3,1,4,5,1,1,3,1,2,1,5,5,1,5,4,5,1,5,5,3,1,1,1,2,2,3,1,1,5,4,4,3,3,4,2,4,2,5,3,4,5,3,2,5,4,4,2,5,3,5,1,2,2,3,2,5,3,5,4,4,3,4,1,4,2,2,3,2,4,5,2,5,5,4,2,2,5,5,1,2,4,5,1,3,3,5,5,3,2,3,3,4,5,4,5,5,4,20,180,57,1,2,2,3,1,1,1,2
5,3,2,2,2,2,1,3,3,2,2,5,3,3,1,3,1,1,1,3,2,3,3,3,3,3,2,3,4,2,2,4,4,4,3,3,5,5,5,1,1,1,4,3,1,4,4,1,3,2,1,1,3,3,3,3,1,2,5,3,5,5,5,1,1,2,1,1,1,1,3,1,1,1,3,3,5,2,3,4,2,3,5,4,3,2,4,1,5,1,5,2,5,1,1,3,3,5,3,3,4,3,2,3,3,3,3,1,2,3,4,4,3,3,5,3,3,5,3,5,1,1,1,5,5,5,4,1,3,3,3,2,3,2,1,5,4,4,4,5,20,183,69,2,2,1,3,1,1,1,2
5,3,1,2,2,3,1,2,3,2,3,5,4,3,3,2,2,2,1,5,3,2,4,2,3,5,2,3,5,4,3,4,4,1,3,3,4,3,2,2,2,4,3,1,2,4,1,1,3,5,1,1,1,5,5,1,1,3,2,3,4,4,3,2,1,1,2,4,3,1,1,3,3,3,2,3,3,2,3,2,4,3,4,4,1,4,3,2,1,4,2,1,5,2,5,1,1,4,5,2,2,2,1,3,4,1,2,2,4,4,4,3,4,4,3,2,3,3,1,2,3,3,1,4,3,3,5,5,4,4,3,3,3,2,3,3,3,3,2,4,20,173,64,1,2,2,5,1,1,2,2
5,4,2,3,1,5,3,3,5,4,4,2,3,4,5,5,5,2,4,5,1,4,3,2,4,4,4,3,3,3,2,5,4,4,3,2,3,1,2,2,3,5,5,5,3,4,2,4,4,4,5,2,5,3,4,5,2,4,3,5,4,4,3,1,1,4,3,1,1,1,4,1,4,1,1,3,4,1,1,2,1,1,3,4,4,5,4,2,5,2,5,4,5,5,5,2,2,5,2,5,2,1,5,1,2,4,2,3,2,1,1,5,4,1,2,5,5,5,5,1,4,5,5,2,2,5,3,4,5,4,2,2,3,1,1,1,3,2,2,4,20,171,57,1,1,2,3,1,1,1,2
5,4,2,2,2,3,2,2,5,4,4,2,2,2,4,4,2,3,2,5,3,4,4,3,3,4,1,2,3,4,4,3,2,3,3,2,5,4,4,2,2,1,3,4,1,1,4,3,1,2,1,1,1,3,4,1,3,3,3,2,4,2,3,3,1,1,2,1,1,1,1,2,2,1,3,2,3,2,2,2,3,1,3,3,3,2,3,4,4,2,4,3,4,2,2,3,2,2,2,2,5,2,2,1,3,1,3,1,1,3,3,2,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,1,4,3,2,1,3,2,3,5,3,3,3,3,20,185,80,1,2,2,4,1,2,2,2
4,4,3,3,3,3,5,3,4,3,3,2,3,3,5,1,3,1,3,3,5,3,4,2,2,3,3,3,3,1,3,3,5,2,1,1,3,1,1,2,2,4,1,3,1,1,1,2,2,2,1,1,1,1,1,1,3,3,1,3,5,1,1,2,1,1,3,3,2,2,4,3,4,4,3,2,3,2,3,2,4,3,4,3,2,4,3,2,1,3,3,3,4,1,5,1,3,3,2,1,3,2,2,3,4,2,3,1,2,3,3,2,4,3,3,4,3,3,2,3,5,3,4,4,3,3,4,2,5,3,3,2,3,3,3,2,4,3,2,3,20,165,54,2,1,2,3,1,1,1,2
5,3,5,1,1,3,2,5,3,1,1,4,3,2,1,1,2,4,3,5,3,4,5,5,1,2,3,3,5,1,5,2,5,5,3,4,5,5,5,5,2,2,5,5,3,4,5,2,1,4,1,1,1,5,1,1,3,5,5,2,5,5,5,1,1,3,1,5,5,2,1,1,3,1,3,4,5,3,5,5,5,1,5,5,2,4,5,2,5,3,5,5,5,1,3,2,5,5,5,3,2,5,3,1,4,4,3,2,2,1,1,2,5,4,5,5,4,5,3,5,3,1,3,4,4,1,4,2,5,3,3,1,3,3,5,5,3,5,5,5,20,175,67,1,1,2,3,1,1,1,2
5,3,4,3,3,2,4,3,2,1,1,3,3,4,3,2,5,2,3,5,4,4,5,5,2,2,4,4,2,1,1,3,4,1,1,1,3,3,1,2,1,5,1,4,2,1,2,2,1,3,5,2,1,5,4,3,5,5,2,5,5,1,5,3,1,2,4,4,4,4,2,4,2,4,3,3,4,4,5,4,5,5,4,4,3,3,3,1,2,5,5,4,5,3,5,2,1,5,5,2,5,3,1,4,4,1,4,3,2,2,4,2,5,3,2,2,5,3,4,4,5,3,5,4,4,1,3,3,5,5,5,4,3,5,5,3,2,4,2,2,20,170,63,0,1,2,3,1,1,1,2
5,3,4,2,2,1,3,5,3,2,1,4,3,2,2,1,3,4,2,5,1,1,5,4,3,1,5,4,2,1,3,1,1,2,3,1,5,5,2,4,5,2,1,3,3,2,3,3,1,5,3,1,1,5,3,4,4,4,3,2,5,3,2,4,5,5,5,5,2,1,1,1,3,4,3,3,4,2,4,2,4,5,4,5,1,5,3,1,1,3,5,5,5,2,5,4,4,2,5,2,5,4,3,2,3,3,5,2,2,4,2,2,4,3,3,4,3,4,4,4,3,4,3,4,5,1,4,3,5,5,4,3,3,5,3,4,5,4,4,4,20,155,45,1,1,2,3,1,1,1,2
4,3,4,1,4,5,3,4,4,1,2,1,2,3,4,3,4,4,2,5,4,2,5,5,4,1,3,5,4,2,1,2,5,2,3,4,4,1,5,5,2,3,5,5,2,1,1,4,1,5,3,3,1,4,4,1,2,2,3,1,4,4,4,4,1,1,3,5,1,2,3,1,2,3,2,3,2,4,3,4,4,2,4,4,2,5,2,2,1,4,5,1,5,2,5,2,5,5,5,2,2,2,2,1,3,3,3,1,3,1,2,4,3,2,3,3,4,4,2,2,4,4,4,4,4,4,3,4,2,4,4,2,3,3,1,3,3,2,2,5,20,173,47,0,1,2,3,2,1,1,2
5,3,3,1,3,3,3,5,4,1,4,4,4,4,4,3,5,1,1,5,1,4,4,4,4,3,4,5,4,2,4,4,4,3,3,2,3,1,2,5,5,4,3,5,5,3,3,1,1,1,5,3,2,1,4,3,4,4,4,3,4,4,4,3,4,4,4,5,5,1,4,4,4,4,3,3,3,3,4,4,4,2,3,4,2,3,5,4,4,5,4,5,1,2,3,1,1,5,5,3,3,5,4,2,3,3,4,1,2,2,3,5,3,3,4,5,3,3,5,4,5,3,4,3,3,3,2,3,3,4,3,4,3,4,5,1,4,3,1,4,20,165,57,1,1,2,3,1,1,1,2
5,3,5,3,2,2,3,3,3,1,2,4,4,3,3,2,5,4,3,4,2,4,4,5,2,3,5,3,4,2,4,2,5,1,4,1,5,2,3,4,1,3,2,4,3,3,2,3,3,4,5,5,3,2,4,1,4,4,3,4,5,3,4,4,5,3,3,3,4,2,5,2,2,2,3,4,4,1,3,2,3,4,4,3,2,4,2,1,1,4,4,3,4,2,4,2,5,5,3,2,5,4,4,4,4,5,4,1,1,2,4,4,2,3,3,4,5,4,4,4,2,4,4,3,4,5,4,4,5,5,4,4,3,3,2,4,4,2,2,4,20,175,62,0,1,2,3,1,1,1,2
5,4,3,1,4,3,4,4,4,3,3,3,3,4,4,1,1,1,2,5,2,2,3,4,4,4,3,4,4,5,5,3,2,2,2,3,4,3,1,1,1,3,2,2,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,3,5,1,4,1,1,1,4,1,1,1,2,4,4,1,1,1,3,1,1,1,2,1,4,3,3,3,5,2,1,5,1,1,4,1,1,3,3,3,3,4,3,3,4,2,4,2,3,1,1,3,3,3,4,2,3,1,3,2,1,3,3,3,2,4,2,3,3,3,4,2,3,1,4,3,3,2,3,3,2,4,20,178,83,2,2,2,3,2,1,2,2
5,4,2,1,1,1,2,2,2,1,1,5,1,2,1,1,2,2,1,4,4,4,5,4,4,4,3,2,3,2,5,3,3,3,1,1,4,4,1,1,1,1,1,1,1,1,5,1,1,3,1,1,1,2,1,1,1,2,4,2,4,1,1,1,1,1,3,3,3,1,1,2,3,3,3,1,1,2,1,1,3,4,3,3,2,4,3,1,4,4,5,4,3,2,5,3,1,5,4,3,5,3,3,4,3,1,2,3,2,3,3,3,3,3,3,4,3,2,4,2,5,4,3,3,2,4,3,4,4,2,4,3,3,3,2,5,3,3,3,3,20,175,65,5,2,2,3,1,1,1,2
5,3,4,4,1,5,1,3,5,5,5,3,3,5,2,5,1,1,4,5,2,4,4,3,4,3,3,2,4,3,4,5,3,3,3,3,5,3,2,2,3,5,3,5,2,4,3,4,3,3,3,1,1,3,4,1,2,2,2,4,5,1,1,2,1,2,1,3,3,1,1,3,1,3,3,4,5,3,3,3,4,3,5,4,2,3,3,2,2,1,4,2,5,1,5,2,2,4,5,1,3,2,2,5,4,4,4,3,2,4,5,2,2,4,3,3,3,5,2,3,1,5,3,5,5,3,4,1,4,3,3,1,3,3,2,1,2,2,2,3,20,173,64,1,1,2,5,1,1,1,2
5,3,4,4,1,3,4,5,3,1,1,5,4,3,2,3,4,4,3,5,5,4,5,4,4,5,4,4,5,3,4,5,5,5,5,3,5,5,3,5,4,3,5,3,5,4,4,2,5,5,2,1,1,5,5,5,4,4,5,1,5,3,5,1,1,1,2,1,1,1,1,2,3,4,3,4,5,5,4,3,4,3,4,2,4,4,4,5,4,3,4,2,4,3,4,3,4,5,5,3,3,4,3,5,3,3,3,1,1,5,4,2,3,4,2,4,3,2,3,4,3,4,5,4,3,3,3,3,4,4,3,2,3,5,4,4,2,3,4,3,20,172,75,3,2,1,3,1,2,2,2
5,3,2,5,5,4,5,2,5,5,5,1,4,5,2,3,1,1,3,4,5,3,5,3,4,2,5,5,5,3,1,2,4,1,1,2,5,5,1,1,2,4,2,1,1,1,1,4,1,5,1,3,4,1,1,3,2,5,5,3,4,2,4,2,4,2,3,2,4,1,2,2,5,1,3,1,5,3,3,5,5,1,4,5,1,3,5,3,1,3,1,5,5,4,5,1,5,3,4,2,2,3,4,2,2,1,3,2,2,2,2,5,3,1,3,4,4,3,4,3,5,4,4,4,3,2,2,1,1,5,3,4,4,4,2,1,2,2,4,4,20,175,120,2,1,2,3,1,1,1,2
